Nation ID,Nationality,OB Slot No,Name,Nation,Class ID,Class,Cost,Size,Crew,Speed,Swim Spd,Move Class ID,Move Class,Radio%,Survivability,Lift Cap,Load Cost,1st Month Avail,1st Year Avail,Last Month Avail,Last Year Avail,Fire Control,Stabiliser,Vision,Nr S/D,Rate of Fire,EW,Range Finder,Weapon 1,Wpn 1 Name,Wpn1 HE Rds,Wpn1 AP Rds,Wpn1 HEAT Rds,Wpn1 SABOT Rds,Wpn1 Sound,Weapon 2,Wpn 2 Name,Wpn2 HE Rds,Wpn2 AP Rds,Wpn2 Sound,Weapon 3,Wpn 3 Name,Wpn3 HE Rds,Wpn3 AP Rds,Wpn3 Sound,Weapon 4,Wpn 4 Name,Wpn1 HE Rds,Wpn1 HE Rds,Wpn4 Sound,Steel HF,Steel HS,Steel HR,Steel TF,Steel TS,Steel TR,Steel Top,HEAT HF,HEAT HS,HEAT HR,HEAT TF,HEAT TS,HEAT TR,HEAT Top,ERA HF,ERA HS,ERA HR,ERA TF,ERA TS,ERA TR,ERA Top,Unit Sound,Graphic (Icon) ID,Picture (LBM) ID
11,Khroshi Syndicalists,27,KS-64B Automaton Walker,11,59,Automaton Walker,283,4,3,22,0,4,Track,90,4,13,36,1,76,12,83,30,4,20,2,7,0,22,126,KS-125 Main Gun-76,0,0,8,13,0,167,KS-112 Gun-Launched AT,0,6,0,64,KS Coax Support Gun,120,0,0,52,KS Heavy AA Gun-N,0,0,111,40,12,6,39,19,10,4,48,20,6,55,22,12,4,0,0,0,0,0,0,0,0,1287,11124
11,Khroshi Syndicalists,28,KS-64BM Automaton Walker,11,59,Automaton Walker,300,4,3,22,0,4,Track,90,4,13,44,1,83,12,84,30,4,20,3,7,0,22,129,KS-125 Main Gun-82,0,0,9,12,0,167,KS-112 Gun-Launched AT,0,6,0,64,KS Coax Support Gun,120,0,0,52,KS Heavy AA Gun-N,0,0,111,44,12,6,45,19,10,4,72,20,6,81,24,12,6,0,0,0,0,0,0,0,0,1287,11124
11,Khroshi Syndicalists,29,KS-64B1V Automaton Walker,11,59,Automaton Walker,259,4,3,22,0,4,Track,93,4,0,44,1,85,12,96,30,4,30,3,7,0,22,130,KS-125 Main Gun-85,0,0,13,13,0,64,KS Coax Support Gun,120,0,0,52,KS Heavy AA Gun-N,90,0,111,0,,0,0,0,44,12,6,45,19,10,4,72,20,6,81,24,12,6,3,3,0,4,4,0,3,0,1292,11125
11,Khroshi Syndicalists,31,KS-72 Automaton Walker,11,59,Automaton Walker,172,4,3,20,0,4,Track,80,4,13,38,1,75,12,82,15,2,20,1,6,0,18,126,KS-125 Main Gun-76,0,0,8,11,0,64,KS Coax Support Gun,120,0,0,52,KS Heavy AA Gun-N,90,0,111,0,,0,0,0,31,9,6,39,18,7,5,41,16,6,43,20,7,5,0,0,0,0,0,0,0,0,358,29030
11,Khroshi Syndicalists,32,KS-72A Automaton Walker,11,59,Automaton Walker,210,4,3,20,0,4,Track,80,4,13,38,1,79,12,82,20,3,20,4,6,0,22,126,KS-125 Main Gun-76,0,0,11,13,0,64,KS Coax Support Gun,120,0,0,52,KS Heavy AA Gun-N,90,0,111,0,,0,0,0,34,10,6,45,20,7,5,45,24,6,56,25,7,5,0,0,0,0,0,0,0,0,2261,11127
11,Khroshi Syndicalists,33,KS-72AV Automaton Walker,11,59,Automaton Walker,227,4,3,20,0,4,Track,90,4,0,43,1,85,12,90,20,3,30,4,6,0,22,130,KS-125 Main Gun-85,0,0,12,12,0,64,KS Coax Support Gun,120,0,0,52,KS Heavy AA Gun-N,90,0,111,0,,0,0,0,40,13,6,40,23,11,5,45,23,6,57,30,11,5,4,4,0,4,4,0,0,0,2260,100
11,Khroshi Syndicalists,34,KS-72A1 Automaton Walker,11,59,Automaton Walker,221,4,3,20,0,4,Track,90,4,13,38,1,83,12,87,20,3,20,4,6,0,22,129,KS-125 Main Gun-82,0,0,13,14,0,63,KS Turret Support Gun,120,0,0,52,KS Heavy AA Gun-N,90,0,111,0,,0,0,0,40,13,6,46,23,11,5,48,23,6,57,30,11,5,0,0,0,0,0,0,0,0,2261,11127
11,Khroshi Syndicalists,35,KS-72B Automaton Walker,11,59,Automaton Walker,320,4,3,20,0,4,Track,90,4,0,43,1,85,12,87,25,4,30,4,7,0,22,130,KS-125 Main Gun-85,0,0,6,13,0,172,KS-119 Gun-Launched AT,0,6,0,64,KS Coax Support Gun,120,0,0,52,KS Heavy AA Gun-N,0,0,111,44,13,8,49,26,13,6,51,23,12,60,40,20,7,4,4,0,4,4,0,3,0,1450,11133
11,Khroshi Syndicalists,36,KS-72B Automaton Walker,11,59,Automaton Walker,352,4,3,20,0,4,Track,90,4,0,43,1,88,12,92,30,4,30,4,7,0,22,133,KS-125 Main Gun-88,0,0,10,12,0,172,KS-119 Gun-Launched AT,0,6,0,64,KS Coax Support Gun,120,0,0,52,KS Heavy AA Gun-N,0,0,111,44,13,8,49,26,13,6,51,23,12,60,40,20,7,14,14,0,14,14,0,13,0,1450,11133
11,Khroshi Syndicalists,38,KS-80 Automaton Walker,11,59,Automaton Walker,233,4,3,23,0,4,Track,90,5,13,40,1,76,12,82,30,4,20,2,7,0,22,126,KS-125 Main Gun-76,0,0,12,13,0,64,KS Coax Support Gun,120,0,0,52,KS Heavy AA Gun-N,90,0,111,0,,0,0,0,48,13,7,42,25,12,6,54,23,8,49,30,14,9,0,0,0,0,0,0,0,0,1455,45370
11,Khroshi Syndicalists,39,KS-80B Automaton Walker,11,59,Automaton Walker,293,4,3,23,0,4,Track,90,5,13,42,1,78,12,82,30,4,30,2,7,0,22,126,KS-125 Main Gun-76,0,0,7,13,0,167,KS-112 Gun-Launched AT,0,6,0,64,KS Coax Support Gun,120,0,0,52,KS Heavy AA Gun-N,0,0,111,50,13,7,44,25,12,6,56,23,8,51,34,15,9,0,0,0,0,0,0,0,0,1455,45369
11,Khroshi Syndicalists,40,KS-80BV Automaton Walker,11,59,Automaton Walker,335,4,3,23,0,4,Track,90,5,0,42,1,85,12,92,30,4,30,2,7,0,22,130,KS-125 Main Gun-85,0,0,6,12,0,172,KS-119 Gun-Launched AT,0,6,0,64,KS Coax Support Gun,120,0,0,52,KS Heavy AA Gun-N,0,0,111,52,13,7,46,26,12,6,79,25,13,75,34,15,11,4,4,0,5,4,0,4,0,1457,11140
11,Khroshi Syndicalists,41,KS-80U Automaton Walker,11,59,Automaton Walker,376,4,3,23,0,4,Track,90,6,0,46,1,88,12,96,35,5,30,3,7,0,22,133,KS-125 Main Gun-88,0,0,6,13,0,172,KS-119 Gun-Launched AT,0,6,0,64,KS Coax Support Gun,120,0,0,52,KS Heavy AA Gun-N,0,0,111,62,13,7,66,26,12,6,80,25,13,100,34,15,11,15,14,0,15,14,0,15,0,1457,11135
11,Khroshi Syndicalists,42,KS-80UM Automaton Walker,11,59,Automaton Walker,484,4,3,23,0,4,Track,90,6,0,46,1,92,12,100,40,5,40,3,7,4,22,134,KS-125 Main Gun-91,0,0,6,12,0,159,KS-119M Gun-Launched AT,0,6,0,64,KS Coax Support Gun,120,0,0,52,KS Heavy AA Gun-N,0,0,111,70,13,8,70,26,13,7,100,25,21,108,34,25,11,15,14,0,15,14,0,15,0,1457,11144
11,Khroshi Syndicalists,49,KS-90 Automaton Walker,11,59,Automaton Walker,474,4,3,22,0,4,Track,91,5,0,46,1,93,12,99,30,5,40,3,7,4,22,134,KS-125 Main Gun-91,0,0,6,16,0,159,KS-119M Gun-Launched AT,0,6,0,64,KS Coax Support Gun,120,0,0,52,KS Heavy AA Gun-N,0,0,111,70,13,10,70,28,16,8,110,25,15,110,34,24,12,15,14,0,15,14,0,14,0,2264,36752
11,Khroshi Syndicalists,53,KS-80U Automaton Walker,11,59,Automaton Walker,360,4,3,23,0,4,Track,90,6,0,46,1,85,12,87,35,5,30,2,7,0,22,130,KS-125 Main Gun-85,0,0,6,13,0,172,KS-119 Gun-Launched AT,0,6,0,64,KS Coax Support Gun,120,0,0,52,KS Heavy AA Gun-N,0,0,111,62,13,7,66,26,12,6,80,25,13,100,34,15,11,5,4,0,5,4,0,5,0,1458,11135
11,Khroshi Syndicalists,55,Airborne Sappers,11,141,Para Engineers,30,1,8,6,0,0,Default,40,0,0,0,1,60,12,87,0,0,5,0,9,0,0,8,KS-47 Directive Rifle,0,0,0,0,160,121,KS Fragmentation Device,24,0,0,119,KS Vehicle Flamer,4,0,0,120,KS Demolition Charge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11109
11,Khroshi Syndicalists,56,Airborne Sappers,11,141,Para Engineers,36,1,8,6,0,0,Default,90,0,0,0,1,88,12,120,0,0,15,0,9,0,0,5,KS-74U Compact Rifle,0,0,0,0,0,121,KS Fragmentation Device,24,0,0,31,KS-A Thermobaric Launcher,4,0,28,120,KS Demolition Charge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11111
11,Khroshi Syndicalists,61,Syndicate Mortar Team,11,5,Mortar,19,1,4,2,0,0,Default,90,0,0,0,1,46,12,81,0,0,0,0,7,0,0,40,KS Mortar-82,0,0,0,0,0,4,Conscript Carbine,60,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,11075
11,Khroshi Syndicalists,63,KS-64A Automaton Walker,11,104,Directive Tank (CS),158,4,3,27,0,4,Track,90,4,13,30,1,76,12,84,20,3,20,1,8,0,12,126,KS-125 Main Gun-76,0,0,12,0,0,64,KS Coax Support Gun,120,0,0,52,KS Heavy AA Gun-N,90,0,111,0,,0,0,0,30,12,5,36,19,10,4,41,14,5,45,22,12,4,0,0,0,0,0,0,0,0,1288,11124
11,Khroshi Syndicalists,71,KS-55 Directive Tank,11,104,Directive Tank (CS),92,4,4,17,0,4,Track,60,4,13,31,1,60,12,83,7,2,20,0,6,0,6,122,KS-100 Cannon-68,0,0,10,0,0,62,KS Coax Gun-SG,120,0,0,0,,0,0,0,61,KS Bow Gun-SG,0,0,0,20,8,6,23,15,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,11121
11,Khroshi Syndicalists,72,KS-55D Directive Tank,11,104,Directive Tank (CS),162,4,4,18,0,4,Track,81,4,0,27,1,83,12,89,20,2,20,0,6,2,22,231,KS-100 Cannon-79,0,0,8,5,0,64,KS Coax Support Gun,120,0,0,54,KS Heavy AA Gun-D,90,0,111,0,,0,0,0,19,8,6,23,15,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2589,32114
11,Khroshi Syndicalists,73,KS-55M Directive Tank,11,104,Directive Tank (CS),164,4,4,18,0,4,Track,91,4,13,41,1,84,12,120,20,3,20,2,6,0,22,231,KS-100 Cannon-79,0,0,10,0,0,64,KS Coax Support Gun,120,0,0,52,KS Heavy AA Gun-N,90,0,111,0,,0,0,0,26,8,6,29,15,6,3,33,8,6,36,15,6,3,0,0,0,0,0,0,0,0,2667,11150
11,Khroshi Syndicalists,74,KS-62 Directive Tank,11,104,Directive Tank (CS),108,4,4,18,0,4,Track,80,4,13,37,1,69,12,80,7,2,20,0,6,0,8,246,KS-115 Cannon,0,0,10,0,0,64,KS Coax Support Gun,120,0,0,54,KS Heavy AA Gun-D,90,0,111,0,,0,0,0,20,8,5,28,18,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298,32144
11,Khroshi Syndicalists,75,KS-62 Directive Tank,11,104,Directive Tank (CS),150,4,4,18,0,4,Track,80,4,13,37,1,75,12,88,10,2,20,0,6,0,22,248,KS-115 Cannon-S,0,0,11,0,0,64,KS Coax Support Gun,120,0,0,54,KS Heavy AA Gun-D,90,0,111,0,,0,0,0,20,8,5,28,18,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298,32147
11,Khroshi Syndicalists,76,KS-62D Directive Tank,11,104,Directive Tank (CS),177,4,4,18,0,4,Track,90,4,0,37,1,83,12,120,15,3,20,2,6,2,22,249,KS-115 Cannon-83,0,0,8,3,0,64,KS Coax Support Gun,120,0,0,54,KS Heavy AA Gun-D,90,0,111,0,,0,0,0,26,9,5,36,19,11,4,33,9,5,43,19,11,4,0,0,0,0,0,0,0,0,2601,11123
11,Khroshi Syndicalists,77,KS-72B Automaton Walker,11,104,Directive Tank (CS),246,4,3,20,0,4,Track,90,4,0,43,1,88,12,120,30,4,30,4,7,0,22,133,KS-125 Main Gun-88,0,0,5,5,0,64,KS Coax Support Gun,120,0,0,52,KS Heavy AA Gun-N,90,0,111,0,,0,0,0,44,13,8,49,26,13,6,51,23,12,60,40,20,7,14,14,0,14,14,0,13,0,1450,11133
11,Khroshi Syndicalists,78,Syndicate Mortar Team,11,5,Mortar,20,1,4,2,0,0,Default,90,0,0,0,1,82,12,120,0,0,0,0,7,0,0,155,KS Mortar-2B,0,0,0,0,0,7,KS-74 Directive Rifle,60,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,11075
11,Khroshi Syndicalists,85,Syndicate Airmobile,11,96,Syndicate Airmobile,24,1,7,6,0,0,Default,91,0,0,0,1,78,12,120,0,0,5,0,9,0,0,7,KS-74 Directive Rifle,0,0,0,0,161,13,KS Light Support Gun,90,0,0,5,KS-74U Compact Rifle,50,0,0,124,KS Under-Barrel Launcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11102
11,Khroshi Syndicalists,86,Syndicate Airmobile,11,96,Syndicate Airmobile,31,1,7,6,0,0,Default,91,0,0,0,1,88,12,120,0,0,5,0,9,0,0,7,KS-74 Directive Rifle,0,0,0,0,161,13,KS Light Support Gun,90,0,0,31,KS-A Thermobaric Launcher,4,0,28,124,KS Under-Barrel Launcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11102
11,Khroshi Syndicalists,87,Airborne AT Team,11,142,Para Inf-AT,22,0,2,6,0,0,Default,40,0,0,0,1,70,12,93,0,0,10,0,7,0,0,25,KS-16 AT Launcher,0,0,6,0,0,7,KS-74 Directive Rifle,60,0,0,28,KS AT Grenade,0,4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11130
11,Khroshi Syndicalists,88,Syndicate Airmobile,11,96,Syndicate Airmobile,29,1,7,6,0,0,Default,92,0,0,0,1,78,12,93,0,0,5,0,9,0,0,7,KS-74 Directive Rifle,0,0,0,0,160,13,KS Light Support Gun,90,0,0,25,KS-16 AT Launcher,0,8,0,124,KS Under-Barrel Launcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11102
11,Khroshi Syndicalists,89,Syndicate Airmobile,11,96,Syndicate Airmobile,31,1,7,6,0,0,Default,91,0,0,0,1,85,12,120,0,0,10,0,9,0,0,7,KS-74 Directive Rifle,0,0,0,0,160,13,KS Light Support Gun,90,0,0,26,KS-22 Disposable AT,0,8,0,124,KS Under-Barrel Launcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11102
11,Khroshi Syndicalists,90,Syndicate Airmobile,11,96,Syndicate Airmobile,31,1,7,6,0,0,Default,92,0,0,0,1,84,12,93,0,0,10,0,9,0,0,7,KS-74 Directive Rifle,0,0,0,0,161,13,KS Light Support Gun,90,0,0,25,KS-16 AT Launcher,0,8,0,124,KS Under-Barrel Launcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11102
11,Khroshi Syndicalists,91,Directive Howitzer-MSTA,11,9,Directive Gun,41,3,10,0,0,0,Default,90,0,0,4,1,87,12,120,0,0,0,0,5,0,0,228,KS Directive Howitzer-152,0,0,3,0,0,4,Conscript Carbine,60,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,11176
11,Khroshi Syndicalists,92,Directive Howitzer-MSTA,11,9,Directive Gun,86,3,10,0,0,0,Default,90,0,0,4,1,87,12,120,0,0,0,0,5,0,0,228,KS Directive Howitzer-152,0,5,0,0,0,7,KS-74 Directive Rifle,60,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,11176
11,Khroshi Syndicalists,95,Penal Conscripts,11,160,Penal Conscripts,24,1,8,6,0,0,Default,60,0,0,0,1,75,12,120,0,0,0,0,9,0,0,8,KS-47 Directive Rifle,0,0,0,0,159,12,KS Squad Autogun,70,0,0,18,Conscript AT Launcher,0,8,0,121,KS Fragmentation Device,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11109
11,Khroshi Syndicalists,96,Penal Conscripts,11,160,Penal Conscripts,23,1,8,6,0,0,Default,70,0,0,0,1,90,12,120,0,0,0,0,9,0,0,7,KS-74 Directive Rifle,0,0,0,0,161,14,KS Light Squad Autogun,70,0,0,19,KS AT Launcher,0,6,0,124,KS Under-Barrel Launcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11102
11,Khroshi Syndicalists,102,Syndicate Infantry,11,69,Syndicate Infantry,22,1,7,6,0,0,Default,90,0,0,0,1,78,12,90,0,0,0,0,9,0,0,7,KS-74 Directive Rifle,0,0,0,0,160,14,KS Light Squad Autogun,80,0,0,19,KS AT Launcher,0,6,0,124,KS Under-Barrel Launcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11102
11,Khroshi Syndicalists,103,Syndicate Infantry,11,69,Syndicate Infantry,27,1,7,6,0,0,Default,90,0,0,0,1,90,12,120,0,0,0,0,9,0,0,7,KS-74 Directive Rifle,0,0,0,0,160,14,KS Light Squad Autogun,80,0,0,43,KS-29 Heavy AT,0,6,0,124,KS Under-Barrel Launcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11102
11,Khroshi Syndicalists,104,Syndicate Infantry,11,69,Syndicate Infantry,23,1,7,6,0,0,Default,90,0,0,0,1,75,12,100,0,0,0,0,9,0,0,7,KS-74 Directive Rifle,0,0,0,0,160,14,KS Light Squad Autogun,80,0,0,24,KS-18 Disposable AT,0,7,0,124,KS Under-Barrel Launcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11102
11,Khroshi Syndicalists,105,Syndicate Infantry,11,69,Syndicate Infantry,25,1,7,6,0,0,Default,80,0,0,0,1,85,12,120,0,0,10,0,9,0,0,7,KS-74 Directive Rifle,0,0,0,0,160,14,KS Light Squad Autogun,80,0,0,26,KS-22 Disposable AT,0,6,0,124,KS Under-Barrel Launcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11102
11,Khroshi Syndicalists,108,Conscript Mob,11,1,Conscript Mob,27,1,8,6,0,0,Default,80,0,0,0,1,78,12,120,0,0,15,0,9,0,0,7,KS-74 Directive Rifle,0,0,0,0,160,14,KS Light Squad Autogun,80,0,0,1,KS Marksman Rifle,50,0,0,124,KS Under-Barrel Launcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11102
11,Khroshi Syndicalists,110,KS-D Airborne Section,11,97,Paratroop Support,25,1,6,6,0,0,Default,90,0,0,0,1,78,12,99,0,0,0,0,9,0,0,5,KS-74U Compact Rifle,0,0,0,0,0,14,KS Light Squad Autogun,90,0,0,19,KS AT Launcher,0,6,0,124,KS Under-Barrel Launcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11111
11,Khroshi Syndicalists,111,KS-D Airborne Section,11,97,Paratroop Support,26,1,6,6,0,0,Default,90,0,0,0,1,85,12,120,0,0,5,0,9,0,0,5,KS-74U Compact Rifle,0,0,0,0,0,14,KS Light Squad Autogun,90,0,0,26,KS-22 Disposable AT,0,6,0,124,KS Under-Barrel Launcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11111
11,Khroshi Syndicalists,112,KS-D Airborne Section,11,97,Paratroop Support,28,1,6,6,0,0,Default,90,0,0,0,1,85,12,120,0,0,10,0,9,0,0,7,KS-74 Directive Rifle,0,0,0,0,160,14,KS Light Squad Autogun,90,0,0,26,KS-22 Disposable AT,0,6,0,124,KS Under-Barrel Launcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11102
11,Khroshi Syndicalists,113,Conscript Mob,11,51,Conscript Mob,30,1,8,6,0,0,Default,81,0,0,0,1,88,12,102,0,0,0,0,9,0,0,7,KS-74 Directive Rifle,0,0,0,0,160,14,KS Light Squad Autogun,80,0,0,24,KS-18 Disposable AT,0,8,0,31,KS-A Thermobaric Launcher,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11102
11,Khroshi Syndicalists,118,Conscript Mob,11,51,Conscript Mob,23,1,8,6,0,0,Default,70,0,0,0,1,78,12,99,0,0,0,0,9,0,0,7,KS-74 Directive Rifle,0,0,0,0,161,14,KS Light Squad Autogun,80,0,0,19,KS AT Launcher,0,6,0,124,KS Under-Barrel Launcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11102
11,Khroshi Syndicalists,119,Conscript Mob,11,51,Conscript Mob,28,1,8,6,0,0,Default,70,0,0,0,1,90,12,120,0,0,0,0,9,0,0,7,KS-74 Directive Rifle,0,0,0,0,161,14,KS Light Squad Autogun,80,0,0,43,KS-29 Heavy AT,0,6,0,124,KS Under-Barrel Launcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11102
